song title,artist/band name,year,lyrics url
When It Hurts You Most,"Conlee, John",1981,https://www.azlyrics.com/lyrics/johnconlee/whenithurtsyoumost.html
Nothin' But A Fool,Natalie Cole,1981,https://www.azlyrics.com/lyrics/nataliecole/nothinbutafool.html
I Won't Give Up My Train,"Haggard, Merle",1981,https://www.azlyrics.com/lyrics/merlehaggard/iwontgiveupmytrain.html
Half As Much,"Williams, Paul",1981,https://www.azlyrics.com/lyrics/paulwilliams/halfasmuch.html
Chanson D'Amour,BZN,1981,https://www.azlyrics.com/lyrics/bzn/chansondamour.html
The Nearness Of You,Dr. John,1981,https://www.azlyrics.com/lyrics/drjohn/thenearnessofyou.html
You Stopped Loving Me,"Vandross, Luther",1981,https://www.azlyrics.com/lyrics/luthervandross/youstoppedlovingme.html
Brandy(Bonus Track),Ringo Starr,1981,https://www.azlyrics.com/lyrics/ringostarr/brandy.html
Waiting For The Meninblack,"Stranglers, The",1981,https://www.azlyrics.com/lyrics/stranglers/waitingforthemeninblack.html
One Thousand Days In Sodom,Venom,1981,https://www.azlyrics.com/lyrics/venom/onethousanddaysinsodom.html
Overnight Story,"Hiatt, John",1982,https://www.azlyrics.com/lyrics/johnhiatt/overnightstory.html
Hungry Eyes,Sniff 'N' The Tears,1982,https://www.azlyrics.com/lyrics/sniffnthetears/hungryeyes.html
She Bop,"Lauper, Cyndi",1983,https://www.azlyrics.com/lyrics/cyndilauper/shebop.html
United Blood,Agnostic Front,1983,https://www.azlyrics.com/lyrics/agnosticfront/unitedblood.html
You Are So Beautiful,"Rogers, Kenny",1983,https://www.azlyrics.com/lyrics/kennyrogers/youaresobeautiful.html
Die Hard The Hunter,Def Leppard,1983,https://www.azlyrics.com/lyrics/defleppard/diehardthehunter.html
Heatwave,"Blue Nile, The",1984,https://www.azlyrics.com/lyrics/bluenile/heatwave.html
AJ Scratch,Kurtis Blow,1984,https://www.azlyrics.com/lyrics/kurtisblow/ajscratch.html
Fish In A Bowl,Haircut 100,1984,https://www.azlyrics.com/lyrics/haircut100/fishinabowl.html
Love Like Mine,Joan Jett And The Blackhearts,1984,https://www.azlyrics.com/lyrics/joanjettandtheblackhearts/lovelikemine.html
Vladimir Goes To Havana(2001 Bonus Track),"Stranglers, The",1984,https://www.azlyrics.com/lyrics/stranglers/vladimirgoestohavana.html
4.39 AM (For The First Time Today Part 2),"Waters, Roger",1984,https://www.azlyrics.com/lyrics/rogerwaters/439amforthefirsttimetodaypart2.html
Telephone,"Ross, Diana",1984,https://www.azlyrics.com/lyrics/dianaross/telephone.html
Ni Un Segundo,Soda Stereo,1984,https://www.azlyrics.com/lyrics/sodastereo/niunsegundo.html
Beautiful Dreams,"Taylor, Roger",1984,https://www.azlyrics.com/lyrics/rogertaylor/beautifuldreams.html
Tante Lisa,Iwan Fals,1984,https://www.azlyrics.com/lyrics/iwanfals/tantelisa.html
The Sky Is Crying,Albert King,1984,https://www.azlyrics.com/lyrics/albertking/theskyiscrying.html
Lluvia Pasajera,Franco De Vita,1984,https://www.azlyrics.com/lyrics/francodevita/lluviapasajera.html
Too Tough To Die,Ramones,1985,https://www.azlyrics.com/lyrics/ramones/tootoughtodie.html
"If I Loved You(from ""Carousel"")",Barbra Streisand,1985,https://www.azlyrics.com/lyrics/barbrastreisand/ifilovedyou.html
Touching And Caring,"Simone, Nina",1985,https://www.azlyrics.com/lyrics/ninasimone/touchingandcaring.html
Feel A Whole Lot Better,Juice Newton,1985,https://www.azlyrics.com/lyrics/juicenewton/feelawholelotbetter.html
TV Casualty,Misfits,1985,https://www.azlyrics.com/lyrics/misfits/tvcasualty.html
Lay Me Down Carolina,"Twitty, Conway",1985,https://www.azlyrics.com/lyrics/conwaytwitty/laymedowncarolina.html
The Second Day,Sandra,1986,https://www.azlyrics.com/lyrics/sandra/thesecondday.html
Red On The Highway,Magnum,1986,https://www.azlyrics.com/lyrics/magnum/redonthehighway.html
Hey You,Modern Talking,1986,https://www.azlyrics.com/lyrics/moderntalking/heyyou.html
Michelle,Clan Of Xymox,1986,https://www.azlyrics.com/lyrics/clanofxymox/michelle.html
Galleries Of Pink Galahs,"Williamson, John",1986,https://www.azlyrics.com/lyrics/johnwilliamson/galleriesofpinkgalahs.html
Back To The Street,Petra,1986,https://www.azlyrics.com/lyrics/petra/backtothestreet.html
Prince Of Darkness,Alice Cooper,1987,https://www.azlyrics.com/lyrics/alicecooper/princeofdarkness.html
Legacy,Armored Saint,1987,https://www.azlyrics.com/lyrics/armoredsaint/legacy.html
The Damage You've Done,Tom Petty And The Heartbreakers,1987,https://www.azlyrics.com/lyrics/tompettyandtheheartbreakers/thedamageyouvedone.html
Son Of A Gun,Dead Or Alive,1987,https://www.azlyrics.com/lyrics/deadoralive/sonofagun.html
Yesterdays,"Faithfull, Marianne",1987,https://www.azlyrics.com/lyrics/mariannefaithfull/yesterdays.html
Capim,"Manhattan Transfer, The",1987,https://www.azlyrics.com/lyrics/manhattantransfer/capim.html
The Last Time I Cried,"De Burgh, Chris",1988,https://www.azlyrics.com/lyrics/chrisdeburgh/thelasttimeicried.html
The Risen Lord,Chris De Burgh,1988,https://www.azlyrics.com/lyrics/chrisdeburgh/therisenlord.html
Can I Get A Witness,Sam Brown,1988,https://www.azlyrics.com/lyrics/sambrown/canigetawitness.html
Dumb All Over,"Zappa, Frank",1988,https://www.azlyrics.com/lyrics/frankzappa/dumballover.html
My Last Affair,Howlin' Wolf,1989,https://www.azlyrics.com/lyrics/howlinwolf/mylastaffair.html
Jenny Rebecca,"Newton-John, Olivia",1989,https://www.azlyrics.com/lyrics/olivianewtonjohn/jennyrebecca.html
Love's A Word I Never Throw Around,"Earl Keen, Robert",1989,https://www.azlyrics.com/lyrics/robertearlkeen/lovesawordineverthrowaround.html
Preciso Me Encontrar,Marisa Monte,1989,https://www.azlyrics.com/lyrics/marisamonte/precisomeencontrar.html
One Good Well,"Williams, Don",1989,https://www.azlyrics.com/lyrics/donwilliams/onegoodwell.html
I Don't Want A Lover,Texas,1989,https://www.azlyrics.com/lyrics/texas/idontwantalover.html
Let's Live,"Neville, Aaron",1989,https://www.azlyrics.com/lyrics/aaronneville/letslive.html
That Day Is Done,Paul McCartney,1989,https://www.azlyrics.com/lyrics/paulmccartney/thatdayisdone.html
More Than Words,Steven Curtis Chapman,1989,https://www.azlyrics.com/lyrics/stevencurtischapman/morethanwords.html
I'm Your Gun,"Cooper, Alice",1989,https://www.azlyrics.com/lyrics/alicecooper/imyourgun.html
Do Ya,"Frehley, Ace",1989,https://www.azlyrics.com/lyrics/acefrehley/doya.html
Come Into My Life,"Watley, Jody",1989,https://www.azlyrics.com/lyrics/jodywatley/comeintomylife.html
September Love,"Hasselhoff, David",1990,https://www.azlyrics.com/lyrics/davidhasselhoff/septemberlove.html
Down In The Flood,Deacon Blue,1990,https://www.azlyrics.com/lyrics/deaconblue/downintheflood.html
The Positive Aspects Of Negative Thinking,Bad Religion,1990,https://www.azlyrics.com/lyrics/badreligion/thepositiveaspectsofnegativethinking.html
The Right Way,"Idol, Billy",1990,https://www.azlyrics.com/lyrics/billyidol/therightway.html
The Sign Of The Pentagram(Bonus Track),Tiamat,1990,https://www.azlyrics.com/lyrics/tiamat/thesignofthepentagram.html
Son Of A Gun,Bruce Dickinson,1990,https://www.azlyrics.com/lyrics/brucedickinson/sonofagun.html
Mirror Image,"Cash, Rosanne",1990,https://www.azlyrics.com/lyrics/rosannecash/mirrorimage.html
Notte Di San Valentino,Mina,1990,https://www.azlyrics.com/lyrics/mina/nottedisanvalentino.html
Just Like Me,L7,1990,https://www.azlyrics.com/lyrics/l7/justlikeme.html
Loaded Dice,"Allman Brothers Band, The",1990,https://www.azlyrics.com/lyrics/allmanbrothersband/loadeddice.html
Work To Do,"Williams, Vanessa",1991,https://www.azlyrics.com/lyrics/vanessawilliams/worktodo.html
Dreams Do Come True,Dolly Parton,1991,https://www.azlyrics.com/lyrics/dollyparton/dreamsdocometrue.html
Prey,Sleep,1991,https://www.azlyrics.com/lyrics/sleep/prey.html
Freedom,"Escape Club, The",1991,https://www.azlyrics.com/lyrics/escapeclub/freedom.html
Giovane Sempre,Jovanotti,1991,https://www.azlyrics.com/lyrics/jovanotti/giovanesempre.html
If I Had Only Known,"McEntire, Reba",1991,https://www.azlyrics.com/lyrics/rebamcentire/ifihadonlyknown.html
Ten Commandments Of Love,"Sweat, Keith",1991,https://www.azlyrics.com/lyrics/keithsweat/tencommandmentsoflove.html
Un Garcon Pas Comme Les Autres (Ziggy),"Dion, Celine",1991,https://www.azlyrics.com/lyrics/celinedion/ungarconpascommelesautresziggy.html
Dance Of Love,"Hill, Dan",1991,https://www.azlyrics.com/lyrics/danhill/danceoflove.html
I Am A Town,Mary Chapin Carpenter,1992,https://www.azlyrics.com/lyrics/marychapincarpenter/iamatown.html
My Destiny,Lionel Richie,1992,https://www.azlyrics.com/lyrics/lionelrichie/mydestiny.html
El Negro Bembon,Celia Cruz,1992,https://www.azlyrics.com/lyrics/celiacruz/elnegrobembon.html
Halloween On The Barbary Coast,"Flaming Lips, The",1992,https://www.azlyrics.com/lyrics/flaminglips/halloweenonthebarbarycoast.html
The Likes Of Me,"Twitty, Conway",1993,https://www.azlyrics.com/lyrics/conwaytwitty/thelikesofme.html
It's Too Soon To Know,"Ronstadt, Linda",1993,https://www.azlyrics.com/lyrics/lindaronstadt/itstoosoontoknow.html
Body And Soul,Sheena Easton,1993,https://www.azlyrics.com/lyrics/sheenaeaston/bodyandsoul.html
Facet Squared,Fugazi,1993,https://www.azlyrics.com/lyrics/fugazi/facetsquared.html
Ain't Got Nothing If You Ain't Got Love,"Bolton, Michael",1993,https://www.azlyrics.com/lyrics/michaelbolton/aintgotnothingifyouaintgotlove.html
(Remember) Walking In The Sand,"Go-Go's, The",1994,https://www.azlyrics.com/lyrics/gogos/rememberwalkinginthesand.html
Face Up And Sing,Ani DiFranco,1994,https://www.azlyrics.com/lyrics/anidifranco/faceupandsing.html
De Aqui Para Alla,Ana Gabriel,1994,https://www.azlyrics.com/lyrics/anagabriel/deaquiparaalla.html
Beachparty,No Fun At All,1994,https://www.azlyrics.com/lyrics/nofunatall/beachparty.html
Quantum Mechanic,Thomas Dolby,1994,https://www.azlyrics.com/lyrics/thomasdolby/quantummechanic.html
D.E.E.P.,Outkast,1994,https://www.azlyrics.com/lyrics/outkast/deep.html
If I Had A Wish,Tommy Page,1994,https://www.azlyrics.com/lyrics/tommypage/ifihadawish.html
How Does It Feel To Feel?,Ride,1994,https://www.azlyrics.com/lyrics/ride/howdoesitfeeltofeel.html
Cottage For Sale,Roberta Flack,1994,https://www.azlyrics.com/lyrics/robertaflack/cottageforsale.html
White Boy,Bikini Kill,1994,https://www.azlyrics.com/lyrics/bikinikill/whiteboy.html
When It All Comes Down,Pretty Maids,1994,https://www.azlyrics.com/lyrics/prettymaids/whenitallcomesdown.html
Breakdown,Michael W. Smith,1995,https://www.azlyrics.com/lyrics/michaelwsmith/breakdown.html
Can't Hold On,"Nail, Jimmy",1995,https://www.azlyrics.com/lyrics/jimmynail/cantholdon.html
"Crush, Kill, Destroy",GWAR,1995,https://www.azlyrics.com/lyrics/gwar/crushkilldestroy.html
Hush Baby Hush,Buju Banton,1995,https://www.azlyrics.com/lyrics/bujubanton/hushbabyhush.html
Tie Me Up,Doro,1995,https://www.azlyrics.com/lyrics/doropesch/tiemeup.html
Hangin' Your Life On The Wall,Guy Clark,1995,https://www.azlyrics.com/lyrics/guyclark/hanginyourlifeonthewall.html
Tenderness,"Ian, Janis",1995,https://www.azlyrics.com/lyrics/janisian/tenderness.html
It's Always You,Frank Sinatra,1995,https://www.azlyrics.com/lyrics/franksinatra/itsalwaysyou.html
Demolition Alley,Saxon,1995,https://www.azlyrics.com/lyrics/saxon/demolitionalley.html
Ten Second News,Son Volt,1995,https://www.azlyrics.com/lyrics/sonvolt/tensecondnews.html
Talkin' To My Heart,Fleetwood Mac,1995,https://www.azlyrics.com/lyrics/fleetwoodmac/talkintomyheart.html
Gabriel,Mary Black,1995,https://www.azlyrics.com/lyrics/maryblack/gabriel.html
Blow Wind Blow,Alannah Myles,1995,https://www.azlyrics.com/lyrics/alannahmyles/blowwindblow.html
Never Let Me Go,"Hall, Daryl",1996,https://www.azlyrics.com/lyrics/darylhall/neverletmego.html
The Child In Us,Enigma,1996,https://www.azlyrics.com/lyrics/enigma/thechildinus.html
Searchin',Eminem,1996,https://www.azlyrics.com/lyrics/eminem/searchin.html
Schrodinger's Cat,Tears For Fears,1996,https://www.azlyrics.com/lyrics/tearsforfears/schrodingerscat.html
He'd Never Seen Julie Cry,"Messina, Jo Dee",1996,https://www.azlyrics.com/lyrics/jodeemessina/hedneverseenjuliecry.html
Longfellow Serenade,"Diamond, Neil",1996,https://www.azlyrics.com/lyrics/neildiamond/longfellowserenade.html
Man Royal,Beenie Man,1996,https://www.azlyrics.com/lyrics/beenieman/manroyal.html
Ships Go Out,Tom T. Hall,1996,https://www.azlyrics.com/lyrics/tomthall/shipsgoout.html
If I Were A Man,Rosanne Cash,1996,https://www.azlyrics.com/lyrics/rosannecash/ifiwereaman.html
The Understanding,BoDeans,1996,https://www.azlyrics.com/lyrics/bodeans/theunderstanding.html
Mountains Of Might,Immortal,1997,https://www.azlyrics.com/lyrics/immortal/mountainsofmight.html
Anything You Want,Allure,1997,https://www.azlyrics.com/lyrics/allure/anythingyouwant.html
We Can't Unmake Love,"Judd, Wynonna",1997,https://www.azlyrics.com/lyrics/wynonnajudd/wecantunmakelove.html
Disappear,Letters To Cleo,1997,https://www.azlyrics.com/lyrics/letterstocleo/disappear.html
When The Chariot Comes,"McKnight, Brian",1997,https://www.azlyrics.com/lyrics/brianmcknight/whenthechariotcomes.html
Check My Eyelids For Holes,Stereophonics,1997,https://www.azlyrics.com/lyrics/stereophonics/checkmyeyelidsforholes.html
You Are My Solid Ground,Patti LaBelle,1997,https://www.azlyrics.com/lyrics/pattilabelle/youaremysolidground.html
Sweet Surrender,"McLachlan, Sarah",1997,https://www.azlyrics.com/lyrics/sarahmclachlan/sweetsurrender.html
Broken Wing,LeAnn Rimes,1997,https://www.azlyrics.com/lyrics/leannrimes/brokenwing.html
Blistering,Machine Head,1997,https://www.azlyrics.com/lyrics/machinehead/blistering.html
Do You Wanna Get $?,Ma$E,1997,https://www.azlyrics.com/lyrics/mae/doyouwannaget.html
Deliverance,Dare,1998,https://www.azlyrics.com/lyrics/dare/deliverance.html
Feathers,Kidneythieves,1998,https://www.azlyrics.com/lyrics/kidneythieves/feathers.html
Bet She Can't,Total,1998,https://www.azlyrics.com/lyrics/total/betshecant.html
Your Love,"Price, Kelly",1998,https://www.azlyrics.com/lyrics/kellyprice/yourlove.html
I'm Still Holding On,Chris Rea,1998,https://www.azlyrics.com/lyrics/chrisrea/imstillholdingon.html
Damage Case,Metallica,1998,https://www.azlyrics.com/lyrics/metallica/damagecase.html
Heart And Shoulder,Heather Nova,1998,https://www.azlyrics.com/lyrics/heathernova/heartandshoulder.html
Hanging Around,"Cardigans, The",1998,https://www.azlyrics.com/lyrics/cardigans/hangingaround.html
Shine,Madrugada,1999,https://www.azlyrics.com/lyrics/madrugada/shine.html
Innocence Stolen,Underoath,1999,https://www.azlyrics.com/lyrics/underoath/innocencestolen.html
New Year's Eve,Kashmir,1999,https://www.azlyrics.com/lyrics/kashmir/newyearseve.html
Chokie Nikes (Skit),Eve,1999,https://www.azlyrics.com/lyrics/eve/chokienikesskit.html
Lonely American Nights,Prozzäk,2000,https://www.azlyrics.com/lyrics/prozzk/lonelyamericannights.html
Crazy Things I Do,Sammie,2000,https://www.azlyrics.com/lyrics/sammie/crazythingsido.html
Someone That You Loved Before,Eric Carmen,2000,https://www.azlyrics.com/lyrics/ericcarmen/someonethatyoulovedbefore.html
Run,Twista,2001,https://www.azlyrics.com/lyrics/twista/run.html
Turn It Around,L.A. Guns,2001,https://www.azlyrics.com/lyrics/laguns/turnitaround.html
Smash Sumthin',Redman,2001,https://www.azlyrics.com/lyrics/redman/smashsumthin.html
Tie Your Mother Down,Warrant,2001,https://www.azlyrics.com/lyrics/warrant/tieyourmotherdown.html
Fond Affection,"Carter Family, The",2002,https://www.azlyrics.com/lyrics/carterfamily/fondaffection.html
Inspiration,Tonex,2002,https://www.azlyrics.com/lyrics/tonex/inspiration.html
The Shadow Of Your Smile,Aaron Neville,2003,https://www.azlyrics.com/lyrics/aaronneville/theshadowofyoursmile.html
Sin Dolor,Belinda,2003,https://www.azlyrics.com/lyrics/belinda/sindolor.html
Ten Hut,Sheek Louch,2003,https://www.azlyrics.com/lyrics/sheeklouch/tenhut.html
As Far As Eyes Can See,Edenbridge,2003,https://www.azlyrics.com/lyrics/edenbridge/asfaraseyescansee.html
Life As We Know It,Petra,2003,https://www.azlyrics.com/lyrics/petra/lifeasweknowit.html
Now You're Swimming,Damien Jurado,2003,https://www.azlyrics.com/lyrics/damienjurado/nowyoureswimming.html
Hypnotize,Soul Decision,2004,https://www.azlyrics.com/lyrics/souldecision/hypnotize.html
Crazy Love,Ray Charles,2004,https://www.azlyrics.com/lyrics/raycharles/crazylove.html
Creepin' In,Norah Jones,2004,https://www.azlyrics.com/lyrics/norahjones/creepinin.html
Corners Of Your Mind,Ivy,2005,https://www.azlyrics.com/lyrics/ivy/cornersofyourmind.html
For My Niggaz,Do Or Die,2005,https://www.azlyrics.com/lyrics/doordie/formyniggaz.html
Never Give Up,Darlene Zschech,2005,https://www.azlyrics.com/lyrics/darlenezschech/nevergiveup.html
I Can Make Music,"Green, Al",2005,https://www.azlyrics.com/lyrics/algreen/icanmakemusic.html
All That Counts Is Love,Status Quo,2005,https://www.azlyrics.com/lyrics/statusquo/allthatcountsislove.html
Left Behind,Zero 7,2006,https://www.azlyrics.com/lyrics/zero7/leftbehind.html
Son Of Pain (French Version)(French Edition Bonus Track),Rhapsody Of Fire,2006,https://www.azlyrics.com/lyrics/rhapsodyoffire/sonofpainfrenchversion.html
I Can't Hear You No More,"Reddy, Helen",2006,https://www.azlyrics.com/lyrics/helenreddy/icanthearyounomore.html
That Teenage Feeling,Neko Case,2006,https://www.azlyrics.com/lyrics/nekocase/thatteenagefeeling.html
Still,Matt Nathanson,2007,https://www.azlyrics.com/lyrics/mattnathanson/still.html
"The Saint, The Sword, And The Savior",Jamie's Elsewhere,2007,https://www.azlyrics.com/lyrics/jamieselsewhere/thesainttheswordandthesavior.html
No Future,Anti-Flag,2007,https://www.azlyrics.com/lyrics/antiflag/nofuture.html
She's The One,Andy Williams,2007,https://www.azlyrics.com/lyrics/andywilliams/shestheone.html
Etsi Joku Toinen,Cheek,2008,https://www.azlyrics.com/lyrics/cheek/etsijokutoinen.html
Tell Me,Story Of The Year,2008,https://www.azlyrics.com/lyrics/storyoftheyear/tellme.html
All Through The Night,Sheryl Crow,2008,https://www.azlyrics.com/lyrics/sherylcrow/allthroughthenight.html
Reveal My Heart,Deitrick Haddon,2008,https://www.azlyrics.com/lyrics/deitrickhaddon/revealmyheart.html
If She Knew,Lemar,2008,https://www.azlyrics.com/lyrics/lemar/ifsheknew.html
Don't Look That Way At It,White Denim,2008,https://www.azlyrics.com/lyrics/whitedenim/dontlookthatwayatit.html
S.O.S.,"Wigmore, Gin",2008,https://www.azlyrics.com/lyrics/ginwigmore/sos.html
Storm Warning,Thundamentals,2008,https://www.azlyrics.com/lyrics/thundamentals/stormwarning.html
Piratas Del Bar Caribe,Melendi,2008,https://www.azlyrics.com/lyrics/melendi/piratasdelbarcaribe.html
Holy War,Prozak,2008,https://www.azlyrics.com/lyrics/prozak/holywar.html
Diagnose Fehlanzeige,Fard,2008,https://www.azlyrics.com/lyrics/fard/diagnosefehlanzeige.html
When All Is Said And Done,Mamma Mia! Cast,2008,https://www.azlyrics.com/lyrics/mammamiacast/whenallissaidanddone.html
Stars And Clouds,"Geiger, Teddy",2008,https://www.azlyrics.com/lyrics/teddygeiger/starsandclouds.html
One Of A Kind,Hammerfall,2009,https://www.azlyrics.com/lyrics/hammerfall/oneofakind.html
La Crasse D'Ile De France,Alkpote,2009,https://www.azlyrics.com/lyrics/alkpote/lacrassediledefrance.html
I Am Terrified,IAMX,2009,https://www.azlyrics.com/lyrics/iamx/iamterrified.html
Holding On,Alex Day,2009,https://www.azlyrics.com/lyrics/alexday/holdingon.html
Silent Night,David Archuleta,2009,https://www.azlyrics.com/lyrics/davidarchuleta/silentnight.html
Na Bloku,VNM,2009,https://www.azlyrics.com/lyrics/vnm/nabloku.html
Diddley Bo,Seasick Steve,2009,https://www.azlyrics.com/lyrics/seasicksteve/diddleybo.html
April,PJ Harvey,2009,https://www.azlyrics.com/lyrics/pjharvey/april.html
Callin Me,"Jackie Boyz, The",2009,https://www.azlyrics.com/lyrics/jackieboyz/callinme.html
Who Feels It Knows It,Romain Virgo,2010,https://www.azlyrics.com/lyrics/romainvirgo/whofeelsitknowsit594176.html
Walka Z Wrogiem,O.S.T.R.,2010,https://www.azlyrics.com/lyrics/ostr/walkazwrogiem.html
Died In Your Eyes,"Saturdays, The",2010,https://www.azlyrics.com/lyrics/saturdays/diedinyoureyes.html
Dear Radio,Lovedrug,2010,https://www.azlyrics.com/lyrics/lovedrug/dearradio.html
Blister,Modern English,2010,https://www.azlyrics.com/lyrics/modernenglish/blister.html
My Child,Disturbed,2010,https://www.azlyrics.com/lyrics/disturbed/mychild.html
Something You Don't Know,Black Lab,2010,https://www.azlyrics.com/lyrics/blacklab/somethingyoudontknow.html
Violin,Jason Chen,2011,https://www.azlyrics.com/lyrics/jasonchen/violin.html
The Last Open Road,Chris Rea,2011,https://www.azlyrics.com/lyrics/chrisrea/thelastopenroad.html
World In Our Hands,"Cruz, Taio",2011,https://www.azlyrics.com/lyrics/taiocruz/worldinourhands.html
Fugitive Of Love,Mýa,2011,https://www.azlyrics.com/lyrics/mya/fugitiveoflove.html
Como Tu Mujer,Jenni Rivera,2011,https://www.azlyrics.com/lyrics/jennirivera/comotumujer.html
Some Things Change,Saint Saviour,2011,https://www.azlyrics.com/lyrics/saintsaviour/somethingschange.html
Don't Wake Me Up,Tyga,2011,https://www.azlyrics.com/lyrics/tyga/dontwakemeup.html
Moon Song,Allday,2011,https://www.azlyrics.com/lyrics/allday/moonsong.html
The Call,"Kennon, Matt",2011,https://www.azlyrics.com/lyrics/mattkennon/thecall.html
Rolling Universe,"Wilson, Jonathan",2011,https://www.azlyrics.com/lyrics/jonathanwilson/rollinguniverse.html
Time Is Ticking,"Estefan, Gloria",2011,https://www.azlyrics.com/lyrics/gloriaestefan/timeisticking.html
No Se Porque,Panteon Rococo,2012,https://www.azlyrics.com/lyrics/panteonrococo/noseporque.html
Take Hold Of My Hand,"Yoakam, Dwight",2012,https://www.azlyrics.com/lyrics/dwightyoakam/takeholdofmyhand.html
Far Away,Tyga,2012,https://www.azlyrics.com/lyrics/tyga/faraway.html
White Boy Shit,Yelawolf,2012,https://www.azlyrics.com/lyrics/yelawolf/whiteboyshit.html
"Detroit, Michigan",Kid Rock,2012,https://www.azlyrics.com/lyrics/kidrock/detroitmichigan.html
Splash Out,Soulja Boy,2012,https://www.azlyrics.com/lyrics/souljaboy/splashout.html
Me & My Gang,Masta Ace,2012,https://www.azlyrics.com/lyrics/mastaace/memygang.html
Fandom At Random,Tankard,2012,https://www.azlyrics.com/lyrics/tankard/fandomatrandom.html
Faded,Scrim,2012,https://www.azlyrics.com/lyrics/scrim/faded.html
Last Night,Pitbull,2012,https://www.azlyrics.com/lyrics/pitbull/lastnight.html
Lebenslang,Genetikk,2012,https://www.azlyrics.com/lyrics/genetikk/lebenslang.html
Alright,"Stone, Angie",2012,https://www.azlyrics.com/lyrics/angiestone/alright.html
Datz Wtf I'm Talkin' 'bout,Cory Gunz,2013,https://www.azlyrics.com/lyrics/corygunz/datzwtfimtalkinbout.html
Live Your Life,INNA,2013,https://www.azlyrics.com/lyrics/inna/liveyourlife.html
Natale Senza Regali,Marco Mengoni,2013,https://www.azlyrics.com/lyrics/marcomengoni/natalesenzaregali.html
Luna Llena,"Love, Toby",2013,https://www.azlyrics.com/lyrics/tobylove/lunallena.html
Make Me Righteous,"Murphy, William",2013,https://www.azlyrics.com/lyrics/williammurphy/makemerighteous.html
Salvation Is Waiting,Toxic Holocaust,2013,https://www.azlyrics.com/lyrics/toxicholocaust/salvationiswaiting.html
Fuel For My Fire,Onslaught,2013,https://www.azlyrics.com/lyrics/onslaught/fuelformyfire.html
SMB,Tech N9ne,2013,https://www.azlyrics.com/lyrics/techn9ne/smb.html
Tonight,Spoken,2013,https://www.azlyrics.com/lyrics/spoken/tonight.html
When I See This Bar,Kenny Chesney,2013,https://www.azlyrics.com/lyrics/kennychesney/wheniseethisbar.html
Ever Go Away,Faith Evans,2014,https://www.azlyrics.com/lyrics/faithevans/evergoaway.html
Kiss & Fuck (Interlude),Marsha Ambrosius,2014,https://www.azlyrics.com/lyrics/marshaambrosius/kissfuckinterlude.html
The Outcome,Nina Nesbitt,2014,https://www.azlyrics.com/lyrics/ninanesbitt/theoutcome.html
Until Then,"Price, Ray",2014,https://www.azlyrics.com/lyrics/rayprice/untilthen.html
DcYoungFly Speaks,Mike WiLL Made-It,2014,https://www.azlyrics.com/lyrics/mikewillmadeit/dcyoungflyspeaks.html
Heartstrings,Leighton Meester,2014,https://www.azlyrics.com/lyrics/leightonmeester/heartstrings.html
Life,"Page-Lockhart, Tasha",2014,https://www.azlyrics.com/lyrics/tashapagelockhart/life.html
Die Without Hope,Carnifex,2014,https://www.azlyrics.com/lyrics/carnifex/diewithouthope.html
Wouldn't Be Love If It Didn't,"Arena, Tina",2015,https://www.azlyrics.com/lyrics/tinaarena/wouldntbeloveifitdidnt.html
Insomnie,Keen'V,2015,https://www.azlyrics.com/lyrics/keenv/insomnie.html
Cut The Line,Joss Stone,2015,https://www.azlyrics.com/lyrics/jossstone/cuttheline.html
The Time Goes On,BewhY,2015,https://www.azlyrics.com/lyrics/bewhy/thetimegoeson.html
It All Happened,Kur,2015,https://www.azlyrics.com/lyrics/kur/itallhappened.html
Reaper,JPEGMAFIA,2015,https://www.azlyrics.com/lyrics/jpegmafia/reaper.html
Broken,Groundbreaking,2015,https://www.azlyrics.com/lyrics/groundbreaking/broken.html
Hands Of Time,Ryan Bingham,2015,https://www.azlyrics.com/lyrics/ryanbingham/handsoftime.html
The World As A Stage,Being As An Ocean,2015,https://www.azlyrics.com/lyrics/beingasanocean/theworldasastage.html
I'm A Fool To Care,Boz Scaggs,2015,https://www.azlyrics.com/lyrics/bozscaggs/imafooltocare.html
